"RdRp_ID","taxonomy","bitscore","Contig","Class"
"T3-R-H2O-A_NODE_4469_length_1235_cov_8.726804_1","Tombusviridae",269.8,"T3-R-H2O-A_NODE_4469_length_1235_cov_8.726804","Tolucaviricetes"
"T3-R-H2O-A_NODE_4497_length_1233_cov_10.159208_1","Narnaviridae",90.5,"T3-R-H2O-A_NODE_4497_length_1233_cov_10.159208","Amabiliviricetes"
"T3-R-H2O-A_NODE_44984_length_657_cov_4.561433_1","Narnaviridae",23,"T3-R-H2O-A_NODE_44984_length_657_cov_4.561433","Amabiliviricetes"
"T3-R-H2O-A_NODE_45114_length_657_cov_1.767918_1","Narnaviridae",69.1,"T3-R-H2O-A_NODE_45114_length_657_cov_1.767918","Amabiliviricetes"
"T3-R-H2O-A_NODE_4546_length_1230_cov_3.125108_1","Narnaviridae",71.6,"T3-R-H2O-A_NODE_4546_length_1230_cov_3.125108","Amabiliviricetes"
"T3-R-H2O-A_NODE_45875_length_654_cov_1.919383_1","Narnaviridae",29,"T3-R-H2O-A_NODE_45875_length_654_cov_1.919383","Amabiliviricetes"
"T3-R-H2O-A_NODE_4696_length_1219_cov_6.556620_1","Narnaviridae",103.5,"T3-R-H2O-A_NODE_4696_length_1219_cov_6.556620","Amabiliviricetes"
"T3-R-H2O-A_NODE_479_length_2158_cov_21.822233_1","Narnaviridae",244.1,"T3-R-H2O-A_NODE_479_length_2158_cov_21.822233","Amabiliviricetes"
"T3-R-H2O-A_NODE_49278_length_642_cov_0.936953_1","Partitiviridae",102.5,"T3-R-H2O-A_NODE_49278_length_642_cov_0.936953","Duplopiviricetes"
"T3-R-H2O-A_NODE_4973_length_1201_cov_3.636283_1","Narnaviridae",73.3,"T3-R-H2O-A_NODE_4973_length_1201_cov_3.636283","Amabiliviricetes"
"T3-R-H2O-A_NODE_497_length_2141_cov_3.856522_1","Narnaviridae",63.1,"T3-R-H2O-A_NODE_497_length_2141_cov_3.856522","Amabiliviricetes"
"T3-R-H2O-A_NODE_499_length_2137_cov_4.791384_1","Narnaviridae",32.3,"T3-R-H2O-A_NODE_499_length_2137_cov_4.791384","Amabiliviricetes"
"T3-R-H2O-A_NODE_5028_length_1198_cov_2.839397_1","Closteroviridae",73.2,"T3-R-H2O-A_NODE_5028_length_1198_cov_2.839397","Alsuviricetes"
"T3-R-H2O-A_NODE_5109_length_1193_cov_2.281640_1","Narnaviridae",29.1,"T3-R-H2O-A_NODE_5109_length_1193_cov_2.281640","Amabiliviricetes"
"T3-R-H2O-A_NODE_5199_length_1187_cov_6.143369_1","Narnaviridae",186.7,"T3-R-H2O-A_NODE_5199_length_1187_cov_6.143369","Amabiliviricetes"
"T3-R-H2O-A_NODE_52500_length_630_cov_13.236136_1","Narnaviridae",60.9,"T3-R-H2O-A_NODE_52500_length_630_cov_13.236136","Amabiliviricetes"
"T3-R-H2O-A_NODE_52505_length_630_cov_8.745975_1","Narnaviridae",26.3,"T3-R-H2O-A_NODE_52505_length_630_cov_8.745975","Amabiliviricetes"
"T3-R-H2O-A_NODE_542_length_2096_cov_6.560000_1","Narnaviridae",252.5,"T3-R-H2O-A_NODE_542_length_2096_cov_6.560000","Amabiliviricetes"
"T3-R-H2O-A_NODE_54538_length_624_cov_2.088608_1","Narnaviridae",31.5,"T3-R-H2O-A_NODE_54538_length_624_cov_2.088608","Amabiliviricetes"
"T3-R-H2O-A_NODE_54629_length_624_cov_1.471971_1","Phenuiviridae",29.7,"T3-R-H2O-A_NODE_54629_length_624_cov_1.471971","Ellioviricetes"
"T3-R-H2O-A_NODE_55748_length_620_cov_2.779599_1","Narnaviridae",116.5,"T3-R-H2O-A_NODE_55748_length_620_cov_2.779599","Amabiliviricetes"
"T3-R-H2O-A_NODE_5605_length_1162_cov_4.900092_1","Narnaviridae",213.5,"T3-R-H2O-A_NODE_5605_length_1162_cov_4.900092","Amabiliviricetes"
"T3-R-H2O-A_NODE_57160_length_616_cov_1.689908_1","Tombusviridae",88,"T3-R-H2O-A_NODE_57160_length_616_cov_1.689908","Tolucaviricetes"
"T3-R-H2O-A_NODE_575_length_2063_cov_6.294177_1","Narnaviridae",34.9,"T3-R-H2O-A_NODE_575_length_2063_cov_6.294177","Amabiliviricetes"
"T3-R-H2O-A_NODE_57888_length_614_cov_1.270718_1","Alphaflexiviridae",317.3,"T3-R-H2O-A_NODE_57888_length_614_cov_1.270718","Alsuviricetes"
"T3-R-H2O-A_NODE_58_length_3493_cov_9.716832_1","Narnaviridae",28.1,"T3-R-H2O-A_NODE_58_length_3493_cov_9.716832","Amabiliviricetes"
"T3-R-H2O-A_NODE_5901_length_1145_cov_2.637803_1","Narnaviridae",20.9,"T3-R-H2O-A_NODE_5901_length_1145_cov_2.637803","Amabiliviricetes"
"T3-R-H2O-A_NODE_5969_length_1141_cov_6.455140_1","Tombusviridae",104.6,"T3-R-H2O-A_NODE_5969_length_1141_cov_6.455140","Tolucaviricetes"
"T3-R-H2O-A_NODE_602_length_2041_cov_3.385279_1","Narnaviridae",272,"T3-R-H2O-A_NODE_602_length_2041_cov_3.385279","Amabiliviricetes"
"T3-R-H2O-A_NODE_639_length_2016_cov_15.445758_1","Narnaviridae",263.7,"T3-R-H2O-A_NODE_639_length_2016_cov_15.445758","Amabiliviricetes"
"T3-R-H2O-A_NODE_648_length_2010_cov_5.072202_1","Tombusviridae",42.9,"T3-R-H2O-A_NODE_648_length_2010_cov_5.072202","Tolucaviricetes"
"T3-R-H2O-A_NODE_672_length_1992_cov_3.453930_1","Narnaviridae",173.2,"T3-R-H2O-A_NODE_672_length_1992_cov_3.453930","Amabiliviricetes"
"T3-R-H2O-A_NODE_6752_length_1103_cov_2.513566_1","Narnaviridae",29.5,"T3-R-H2O-A_NODE_6752_length_1103_cov_2.513566","Amabiliviricetes"
"T3-R-H2O-A_NODE_7429_length_1075_cov_1.871514_1","Narnaviridae",35.4,"T3-R-H2O-A_NODE_7429_length_1075_cov_1.871514","Amabiliviricetes"
"T3-R-H2O-A_NODE_771_length_1930_cov_22.197418_1","Partitiviridae",139.6,"T3-R-H2O-A_NODE_771_length_1930_cov_22.197418","Duplopiviricetes"
"T3-R-H2O-A_NODE_822_length_1901_cov_9.811475_1","Tombusviridae",320.1,"T3-R-H2O-A_NODE_822_length_1901_cov_9.811475","Tolucaviricetes"
"T3-R-H2O-A_NODE_826_length_1899_cov_30.445295_1","Narnaviridae",34.4,"T3-R-H2O-A_NODE_826_length_1899_cov_30.445295","Amabiliviricetes"
"T3-R-H2O-A_NODE_8305_length_1044_cov_1.742035_1","Narnaviridae",132,"T3-R-H2O-A_NODE_8305_length_1044_cov_1.742035","Amabiliviricetes"
"T3-R-H2O-A_NODE_8453_length_1039_cov_3.321281_1","Narnaviridae",22.9,"T3-R-H2O-A_NODE_8453_length_1039_cov_3.321281","Amabiliviricetes"
"T3-R-H2O-A_NODE_8580_length_1035_cov_2.373444_1","Narnaviridae",165.4,"T3-R-H2O-A_NODE_8580_length_1035_cov_2.373444","Amabiliviricetes"
"T3-R-H2O-A_NODE_8912_length_1024_cov_3.373557_1","Narnaviridae",23.5,"T3-R-H2O-A_NODE_8912_length_1024_cov_3.373557","Amabiliviricetes"
"T3-R-H2O-A_NODE_9202_length_1016_cov_3.724868_1","Narnaviridae",31.7,"T3-R-H2O-A_NODE_9202_length_1016_cov_3.724868","Amabiliviricetes"
"T3-R-H2O-A_NODE_963_length_1837_cov_2.428652_1","Narnaviridae",237.2,"T3-R-H2O-A_NODE_963_length_1837_cov_2.428652","Amabiliviricetes"
"T3-R-H2O-A_NODE_972_length_1833_cov_3.848468_1","Narnaviridae",280,"T3-R-H2O-A_NODE_972_length_1833_cov_3.848468","Amabiliviricetes"
"T3-R-H2O-A_NODE_982_length_1830_cov_4.701535_1","Narnaviridae",239.8,"T3-R-H2O-A_NODE_982_length_1830_cov_4.701535","Amabiliviricetes"
"T3-R-H2O-A_NODE_9911_length_997_cov_4.136069_1","Endornaviridae",24.5,"T3-R-H2O-A_NODE_9911_length_997_cov_4.136069","Alsuviricetes"
"T3-R-H2O-B_NODE_10333_length_950_cov_4.969283_1","Narnaviridae",51.5,"T3-R-H2O-B_NODE_10333_length_950_cov_4.969283","Amabiliviricetes"
"T3-R-H2O-B_NODE_10530_length_945_cov_4.624714_1","Narnaviridae",30.3,"T3-R-H2O-B_NODE_10530_length_945_cov_4.624714","Amabiliviricetes"
"T3-R-H2O-B_NODE_1082_length_1703_cov_2.026348_1","Hepeviridae",42,"T3-R-H2O-B_NODE_1082_length_1703_cov_2.026348","Alsuviricetes"
"T3-R-H2O-B_NODE_10840_length_938_cov_1.344867_1","Partitiviridae",61.1,"T3-R-H2O-B_NODE_10840_length_938_cov_1.344867","Duplopiviricetes"
"T3-R-H2O-B_NODE_11159_length_931_cov_1.627907_1","Narnaviridae",56.6,"T3-R-H2O-B_NODE_11159_length_931_cov_1.627907","Amabiliviricetes"
"T3-R-H2O-B_NODE_11185_length_930_cov_3.498254_1","Narnaviridae",90.3,"T3-R-H2O-B_NODE_11185_length_930_cov_3.498254","Amabiliviricetes"
"T3-R-H2O-B_NODE_112_length_2851_cov_9.890647_1","Narnaviridae",100.7,"T3-R-H2O-B_NODE_112_length_2851_cov_9.890647","Amabiliviricetes"
"T3-R-H2O-B_NODE_1245_length_1644_cov_3.521933_1","Deltaflexiviridae",60.9,"T3-R-H2O-B_NODE_1245_length_1644_cov_3.521933","Alsuviricetes"
"T3-R-H2O-B_NODE_13220_length_889_cov_2.856968_1","Narnaviridae",70.1,"T3-R-H2O-B_NODE_13220_length_889_cov_2.856968","Amabiliviricetes"
"T3-R-H2O-B_NODE_1349_length_1612_cov_3.347826_1","Narnaviridae",281,"T3-R-H2O-B_NODE_1349_length_1612_cov_3.347826","Amabiliviricetes"
"T3-R-H2O-B_NODE_13611_length_881_cov_3.841975_1","Narnaviridae",196.5,"T3-R-H2O-B_NODE_13611_length_881_cov_3.841975","Amabiliviricetes"
"T3-R-H2O-B_NODE_14334_length_869_cov_1.493734_1","Partitiviridae",96.8,"T3-R-H2O-B_NODE_14334_length_869_cov_1.493734","Duplopiviricetes"
"T3-R-H2O-B_NODE_15539_length_850_cov_2.170732_1","Narnaviridae",215.4,"T3-R-H2O-B_NODE_15539_length_850_cov_2.170732","Amabiliviricetes"
"T3-R-H2O-B_NODE_15637_length_848_cov_4.355212_1","Narnaviridae",206.4,"T3-R-H2O-B_NODE_15637_length_848_cov_4.355212","Amabiliviricetes"
"T3-R-H2O-B_NODE_158_length_2603_cov_6.380332_1","Narnaviridae",27.2,"T3-R-H2O-B_NODE_158_length_2603_cov_6.380332","Amabiliviricetes"
"T3-R-H2O-B_NODE_16011_length_843_cov_2.101036_1","Narnaviridae",20.8,"T3-R-H2O-B_NODE_16011_length_843_cov_2.101036","Amabiliviricetes"
"T3-R-H2O-B_NODE_170_length_2548_cov_6.683488_1","Narnaviridae",27.5,"T3-R-H2O-B_NODE_170_length_2548_cov_6.683488","Amabiliviricetes"
"T3-R-H2O-B_NODE_1750_length_1505_cov_36.615760_1","Narnaviridae",202,"T3-R-H2O-B_NODE_1750_length_1505_cov_36.615760","Amabiliviricetes"
"T3-R-H2O-B_NODE_1754_length_1505_cov_4.182008_1","Tombusviridae",274.8,"T3-R-H2O-B_NODE_1754_length_1505_cov_4.182008","Tolucaviricetes"
"T3-R-H2O-B_NODE_17630_length_822_cov_2.238349_1","Partitiviridae",43.1,"T3-R-H2O-B_NODE_17630_length_822_cov_2.238349","Duplopiviricetes"
"T3-R-H2O-B_NODE_19473_length_800_cov_4.139918_1","Closteroviridae",67.8,"T3-R-H2O-B_NODE_19473_length_800_cov_4.139918","Alsuviricetes"
"T3-R-H2O-B_NODE_194_length_2489_cov_4.043011_1","Narnaviridae",31.7,"T3-R-H2O-B_NODE_194_length_2489_cov_4.043011","Amabiliviricetes"
"T3-R-H2O-B_NODE_19983_length_795_cov_1.912983_1","Tombusviridae",115.2,"T3-R-H2O-B_NODE_19983_length_795_cov_1.912983","Tolucaviricetes"
"T3-R-H2O-B_NODE_20732_length_787_cov_1.465084_1","Qinviridae",103.8,"T3-R-H2O-B_NODE_20732_length_787_cov_1.465084","Chunqiuviricetes"
"T3-R-H2O-B_NODE_20957_length_784_cov_4.147265_1","Narnaviridae",20.9,"T3-R-H2O-B_NODE_20957_length_784_cov_4.147265","Amabiliviricetes"
"T3-R-H2O-B_NODE_2120_length_1436_cov_4.358242_1","Narnaviridae",234.4,"T3-R-H2O-B_NODE_2120_length_1436_cov_4.358242","Amabiliviricetes"
"T3-R-H2O-B_NODE_21680_length_777_cov_2.754958_1","Narnaviridae",35.5,"T3-R-H2O-B_NODE_21680_length_777_cov_2.754958","Amabiliviricetes"
"T3-R-H2O-B_NODE_21738_length_776_cov_6.090780_1","Narnaviridae",189.4,"T3-R-H2O-B_NODE_21738_length_776_cov_6.090780","Amabiliviricetes"
"T3-R-H2O-B_NODE_21978_length_774_cov_2.967283_1","Narnaviridae",262.5,"T3-R-H2O-B_NODE_21978_length_774_cov_2.967283","Amabiliviricetes"
"T3-R-H2O-B_NODE_23170_length_763_cov_1.978324_1","Hypoviridae",74.1,"T3-R-H2O-B_NODE_23170_length_763_cov_1.978324","Duplopiviricetes"
"T3-R-H2O-B_NODE_2371_length_1392_cov_6.320212_1","Betaflexiviridae",89.1,"T3-R-H2O-B_NODE_2371_length_1392_cov_6.320212","Alsuviricetes"
"T3-R-H2O-B_NODE_2436_length_1381_cov_4.693130_1","Narnaviridae",102.5,"T3-R-H2O-B_NODE_2436_length_1381_cov_4.693130","Amabiliviricetes"
"T3-R-H2O-B_NODE_25291_length_745_cov_1.136499_1","Narnaviridae",121.3,"T3-R-H2O-B_NODE_25291_length_745_cov_1.136499","Amabiliviricetes"
"T3-R-H2O-B_NODE_25924_length_740_cov_1.524664_1","Deltaflexiviridae",77,"T3-R-H2O-B_NODE_25924_length_740_cov_1.524664","Alsuviricetes"
"T3-R-H2O-B_NODE_26543_length_735_cov_2.677711_1","Narnaviridae",160.8,"T3-R-H2O-B_NODE_26543_length_735_cov_2.677711","Amabiliviricetes"
"T3-R-H2O-B_NODE_2726_length_1344_cov_3.311862_1","Narnaviridae",29,"T3-R-H2O-B_NODE_2726_length_1344_cov_3.311862","Amabiliviricetes"
"T3-R-H2O-B_NODE_27486_length_728_cov_2.887367_1","Narnaviridae",66.8,"T3-R-H2O-B_NODE_27486_length_728_cov_2.887367","Amabiliviricetes"
"T3-R-H2O-B_NODE_27869_length_725_cov_7.123853_1","Narnaviridae",64.8,"T3-R-H2O-B_NODE_27869_length_725_cov_7.123853","Amabiliviricetes"
"T3-R-H2O-B_NODE_27_length_3797_cov_24.156200_3","Narnaviridae",35.8,"T3-R-H2O-B_NODE_27_length_3797_cov_24.156200","Amabiliviricetes"
"T3-R-H2O-B_NODE_28167_length_723_cov_5.835890_1","Narnaviridae",274.8,"T3-R-H2O-B_NODE_28167_length_723_cov_5.835890","Amabiliviricetes"
"T3-R-H2O-B_NODE_285_length_2275_cov_15.740926_1","Narnaviridae",96.8,"T3-R-H2O-B_NODE_285_length_2275_cov_15.740926","Amabiliviricetes"
"T3-R-H2O-B_NODE_28753_length_719_cov_5.250000_1","Narnaviridae",199.2,"T3-R-H2O-B_NODE_28753_length_719_cov_5.250000","Amabiliviricetes"
"T3-R-H2O-B_NODE_304_length_2235_cov_8.305453_1","Narnaviridae",47.4,"T3-R-H2O-B_NODE_304_length_2235_cov_8.305453","Amabiliviricetes"
"T3-R-H2O-B_NODE_30929_length_705_cov_2.990536_1","Partitiviridae",41.1,"T3-R-H2O-B_NODE_30929_length_705_cov_2.990536","Duplopiviricetes"
"T3-R-H2O-B_NODE_31561_length_701_cov_3.307937_1","Narnaviridae",26.3,"T3-R-H2O-B_NODE_31561_length_701_cov_3.307937","Amabiliviricetes"
"T3-R-H2O-B_NODE_34393_length_685_cov_2.223127_1","Iflaviridae",171.9,"T3-R-H2O-B_NODE_34393_length_685_cov_2.223127","Pisoniviricetes"
"T3-R-H2O-B_NODE_3504_length_1258_cov_4.629318_1","Narnaviridae",248.7,"T3-R-H2O-B_NODE_3504_length_1258_cov_4.629318","Amabiliviricetes"
"T3-R-H2O-B_NODE_3579_length_1251_cov_3.954237_1","Narnaviridae",24.3,"T3-R-H2O-B_NODE_3579_length_1251_cov_3.954237","Amabiliviricetes"
"T3-R-H2O-B_NODE_3605_length_1248_cov_2.893798_1","Narnaviridae",131.1,"T3-R-H2O-B_NODE_3605_length_1248_cov_2.893798","Amabiliviricetes"
"T3-R-H2O-B_NODE_3737_length_1236_cov_1.380258_1","Narnaviridae",31.5,"T3-R-H2O-B_NODE_3737_length_1236_cov_1.380258","Amabiliviricetes"
"T3-R-H2O-B_NODE_3742_length_1235_cov_9.479381_1","Narnaviridae",52.7,"T3-R-H2O-B_NODE_3742_length_1235_cov_9.479381","Amabiliviricetes"
"T3-R-H2O-B_NODE_37534_length_669_cov_1.929766_1","Narnaviridae",166.4,"T3-R-H2O-B_NODE_37534_length_669_cov_1.929766","Amabiliviricetes"
"T3-R-H2O-B_NODE_37_length_3682_cov_5.287732_2","Closteroviridae",35.4,"T3-R-H2O-B_NODE_37_length_3682_cov_5.287732","Alsuviricetes"
"T3-R-H2O-B_NODE_3830_length_1228_cov_3.233362_1","Narnaviridae",32.5,"T3-R-H2O-B_NODE_3830_length_1228_cov_3.233362","Amabiliviricetes"
"T3-R-H2O-B_NODE_3850_length_1226_cov_3.082251_1","Narnaviridae",91.4,"T3-R-H2O-B_NODE_3850_length_1226_cov_3.082251","Amabiliviricetes"
"T3-R-H2O-B_NODE_4029_length_1211_cov_2.628070_1","Totiviridae",375.2,"T3-R-H2O-B_NODE_4029_length_1211_cov_2.628070","Chrymotiviricetes"
"T3-R-H2O-B_NODE_41432_length_652_cov_1.419966_1","Phenuiviridae",67,"T3-R-H2O-B_NODE_41432_length_652_cov_1.419966","Ellioviricetes"
"T3-R-H2O-B_NODE_43284_length_644_cov_3.211169_1","Hypoviridae",22.7,"T3-R-H2O-B_NODE_43284_length_644_cov_3.211169","Duplopiviricetes"
"T3-R-H2O-B_NODE_43801_length_642_cov_2.527145_1","Narnaviridae",117.3,"T3-R-H2O-B_NODE_43801_length_642_cov_2.527145","Amabiliviricetes"
"T3-R-H2O-B_NODE_4614_length_1171_cov_8.235455_1","Narnaviridae",46.2,"T3-R-H2O-B_NODE_4614_length_1171_cov_8.235455","Amabiliviricetes"
"T3-R-H2O-B_NODE_4768_length_1162_cov_2.233731_1","Narnaviridae",25.1,"T3-R-H2O-B_NODE_4768_length_1162_cov_2.233731","Amabiliviricetes"
"T3-R-H2O-B_NODE_47707_length_628_cov_1.138241_2","Narnaviridae",74.4,"T3-R-H2O-B_NODE_47707_length_628_cov_1.138241","Amabiliviricetes"
"T3-R-H2O-B_NODE_482_length_2054_cov_6.201715_1","Narnaviridae",25.3,"T3-R-H2O-B_NODE_482_length_2054_cov_6.201715","Amabiliviricetes"
"T3-R-H2O-B_NODE_4836_length_1158_cov_2.222631_1","Narnaviridae",26.7,"T3-R-H2O-B_NODE_4836_length_1158_cov_2.222631","Amabiliviricetes"
"T3-R-H2O-B_NODE_51508_length_615_cov_2.375000_1","Narnaviridae",27.1,"T3-R-H2O-B_NODE_51508_length_615_cov_2.375000","Amabiliviricetes"
"T3-R-H2O-B_NODE_51_length_3358_cov_14.464253_1","Narnaviridae",25.5,"T3-R-H2O-B_NODE_51_length_3358_cov_14.464253","Amabiliviricetes"
"T3-R-H2O-B_NODE_5305_length_1131_cov_5.079245_1","Narnaviridae",108.4,"T3-R-H2O-B_NODE_5305_length_1131_cov_5.079245","Amabiliviricetes"
"T3-R-H2O-B_NODE_6298_length_1083_cov_4.356719_1","Narnaviridae",23.9,"T3-R-H2O-B_NODE_6298_length_1083_cov_4.356719","Amabiliviricetes"
"T3-R-H2O-B_NODE_6343_length_1081_cov_7.910891_1","Closteroviridae",43.4,"T3-R-H2O-B_NODE_6343_length_1081_cov_7.910891","Alsuviricetes"
"T3-R-H2O-B_NODE_7214_length_1045_cov_6.885010_1","Narnaviridae",54.6,"T3-R-H2O-B_NODE_7214_length_1045_cov_6.885010","Amabiliviricetes"
"T3-R-H2O-B_NODE_727_length_1863_cov_1.622210_1","Narnaviridae",30.4,"T3-R-H2O-B_NODE_727_length_1863_cov_1.622210","Amabiliviricetes"
"T3-R-H2O-B_NODE_7650_length_1029_cov_26.216075_1","Closteroviridae",40.7,"T3-R-H2O-B_NODE_7650_length_1029_cov_26.216075","Alsuviricetes"
"T3-R-H2O-B_NODE_766_length_1842_cov_5.761717_1","Narnaviridae",26.3,"T3-R-H2O-B_NODE_766_length_1842_cov_5.761717","Amabiliviricetes"
"T3-R-H2O-B_NODE_7734_length_1027_cov_2.418410_1","Narnaviridae",283.2,"T3-R-H2O-B_NODE_7734_length_1027_cov_2.418410","Amabiliviricetes"
"T3-R-H2O-B_NODE_7982_length_1018_cov_8.265048_1","Narnaviridae",79.9,"T3-R-H2O-B_NODE_7982_length_1018_cov_8.265048","Amabiliviricetes"
"T3-R-H2O-B_NODE_8000_length_1018_cov_1.832101_1","Narnaviridae",56.5,"T3-R-H2O-B_NODE_8000_length_1018_cov_1.832101","Amabiliviricetes"
"T3-R-H2O-B_NODE_812_length_1816_cov_5.003438_1","Narnaviridae",328.5,"T3-R-H2O-B_NODE_812_length_1816_cov_5.003438","Amabiliviricetes"
"T3-R-H2O-B_NODE_9101_length_983_cov_5.703947_1","Partitiviridae",80,"T3-R-H2O-B_NODE_9101_length_983_cov_5.703947","Duplopiviricetes"
"T3-R-H2O-B_NODE_920_length_1768_cov_12.286388_1","Narnaviridae",25.1,"T3-R-H2O-B_NODE_920_length_1768_cov_12.286388","Amabiliviricetes"
"T3-R-H2O-B_NODE_9467_length_973_cov_3.747228_1","Narnaviridae",22.8,"T3-R-H2O-B_NODE_9467_length_973_cov_3.747228","Amabiliviricetes"
"T3-R-H2O-B_NODE_9507_length_972_cov_4.421754_1","Narnaviridae",87.4,"T3-R-H2O-B_NODE_9507_length_972_cov_4.421754","Amabiliviricetes"
"T3-R-H2O-B_NODE_96_length_2967_cov_6.248964_1","Narnaviridae",294,"T3-R-H2O-B_NODE_96_length_2967_cov_6.248964","Amabiliviricetes"
"T3-R-H2O-C_NODE_10398_length_858_cov_2.709022_1","Narnaviridae",20.7,"T3-R-H2O-C_NODE_10398_length_858_cov_2.709022","Amabiliviricetes"
"T3-R-H2O-C_NODE_1084_length_1549_cov_7.537889_1","Narnaviridae",69,"T3-R-H2O-C_NODE_1084_length_1549_cov_7.537889","Amabiliviricetes"
"T3-R-H2O-C_NODE_11441_length_837_cov_2.048303_1","Narnaviridae",68.8,"T3-R-H2O-C_NODE_11441_length_837_cov_2.048303","Amabiliviricetes"
"T3-R-H2O-C_NODE_11524_length_835_cov_5.730366_1","Narnaviridae",22,"T3-R-H2O-C_NODE_11524_length_835_cov_5.730366","Amabiliviricetes"
"T3-R-H2O-C_NODE_11615_length_833_cov_4.266404_1","Narnaviridae",85.9,"T3-R-H2O-C_NODE_11615_length_833_cov_4.266404","Amabiliviricetes"
"T3-R-H2O-C_NODE_1175_length_1520_cov_2.997930_1","Deltaflexiviridae",612.6,"T3-R-H2O-C_NODE_1175_length_1520_cov_2.997930","Alsuviricetes"
"T3-R-H2O-C_NODE_11827_length_829_cov_4.218997_1","Narnaviridae",26.3,"T3-R-H2O-C_NODE_11827_length_829_cov_4.218997","Amabiliviricetes"
"T3-R-H2O-C_NODE_123_length_2589_cov_3.744241_1","Qinviridae",103,"T3-R-H2O-C_NODE_123_length_2589_cov_3.744241","Chunqiuviricetes"
"T3-R-H2O-C_NODE_12477_length_818_cov_3.497992_1","Narnaviridae",21,"T3-R-H2O-C_NODE_12477_length_818_cov_3.497992","Amabiliviricetes"
"T3-R-H2O-C_NODE_12621_length_816_cov_1.671141_1","Narnaviridae",130.7,"T3-R-H2O-C_NODE_12621_length_816_cov_1.671141","Amabiliviricetes"
"T3-R-H2O-C_NODE_12710_length_814_cov_3.664872_1","Narnaviridae",27.1,"T3-R-H2O-C_NODE_12710_length_814_cov_3.664872","Amabiliviricetes"
"T3-R-H2O-C_NODE_14556_length_786_cov_9.446154_1","Partitiviridae",44.9,"T3-R-H2O-C_NODE_14556_length_786_cov_9.446154","Duplopiviricetes"
"T3-R-H2O-C_NODE_15005_length_780_cov_7.691114_1","Tombusviridae",195.5,"T3-R-H2O-C_NODE_15005_length_780_cov_7.691114","Tolucaviricetes"
"T3-R-H2O-C_NODE_1500_length_1425_cov_2.064993_1","Narnaviridae",113,"T3-R-H2O-C_NODE_1500_length_1425_cov_2.064993","Amabiliviricetes"
"T3-R-H2O-C_NODE_1542_length_1416_cov_9.774721_1","Tombusviridae",117,"T3-R-H2O-C_NODE_1542_length_1416_cov_9.774721","Tolucaviricetes"
"T3-R-H2O-C_NODE_15922_length_768_cov_11.790531_1","Narnaviridae",104.6,"T3-R-H2O-C_NODE_15922_length_768_cov_11.790531","Amabiliviricetes"
"T3-R-H2O-C_NODE_1762_length_1366_cov_3.278764_2","Tombusviridae",141.7,"T3-R-H2O-C_NODE_1762_length_1366_cov_3.278764","Tolucaviricetes"
"T3-R-H2O-C_NODE_17860_length_747_cov_1.297337_1","Partitiviridae",43.9,"T3-R-H2O-C_NODE_17860_length_747_cov_1.297337","Duplopiviricetes"
"T3-R-H2O-C_NODE_17907_length_746_cov_3.093333_1","Narnaviridae",106,"T3-R-H2O-C_NODE_17907_length_746_cov_3.093333","Amabiliviricetes"
"T3-R-H2O-C_NODE_18197_length_743_cov_2.880952_1","Narnaviridae",80.5,"T3-R-H2O-C_NODE_18197_length_743_cov_2.880952","Amabiliviricetes"
"T3-R-H2O-C_NODE_18483_length_740_cov_2.171898_1","Narnaviridae",105.9,"T3-R-H2O-C_NODE_18483_length_740_cov_2.171898","Amabiliviricetes"
"T3-R-H2O-C_NODE_1914_length_1337_cov_14.375987_1","Narnaviridae",28.4,"T3-R-H2O-C_NODE_1914_length_1337_cov_14.375987","Amabiliviricetes"
"T3-R-H2O-C_NODE_19817_length_727_cov_3.847561_1","Tombusviridae",199,"T3-R-H2O-C_NODE_19817_length_727_cov_3.847561","Tolucaviricetes"
"T3-R-H2O-C_NODE_1983_length_1324_cov_6.671189_1","Narnaviridae",51.5,"T3-R-H2O-C_NODE_1983_length_1324_cov_6.671189","Amabiliviricetes"
"T3-R-H2O-C_NODE_2067_length_1310_cov_2.105730_1","Narnaviridae",89.7,"T3-R-H2O-C_NODE_2067_length_1310_cov_2.105730","Amabiliviricetes"
"T3-R-H2O-C_NODE_20897_length_717_cov_3.803406_1","Narnaviridae",198.8,"T3-R-H2O-C_NODE_20897_length_717_cov_3.803406","Amabiliviricetes"
"T3-R-H2O-C_NODE_22269_length_706_cov_1.297638_1","Partitiviridae",103,"T3-R-H2O-C_NODE_22269_length_706_cov_1.297638","Duplopiviricetes"
"T3-R-H2O-C_NODE_2237_length_1285_cov_18.995881_1","Narnaviridae",220.8,"T3-R-H2O-C_NODE_2237_length_1285_cov_18.995881","Amabiliviricetes"
"T3-R-H2O-C_NODE_22688_length_702_cov_4.548336_1","Narnaviridae",33.3,"T3-R-H2O-C_NODE_22688_length_702_cov_4.548336","Amabiliviricetes"
"T3-R-H2O-C_NODE_241_length_2193_cov_17.742696_2","Narnaviridae",27.9,"T3-R-H2O-C_NODE_241_length_2193_cov_17.742696","Amabiliviricetes"
"T3-R-H2O-C_NODE_2549_length_1242_cov_5.402220_1","Partitiviridae",149.1,"T3-R-H2O-C_NODE_2549_length_1242_cov_5.402220","Duplopiviricetes"
